epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,75.7157,1.3675,2.26148,1.68982,1.48735,0.04426,0.11111,0.0185,0.00445,0.02945,0.07407,0.00869,0.00248,3.24241,8.50983,4.55971,3.69409,0.0006568,0.0006568,0.0006568
54,77.1603,1.53157,2.54565,1.931,1.71928,0.36314,0.07407,0.01096,0.00235,0.34823,0.03704,0.00556,0.00133,3.17924,7.71907,4.96383,3.71824,0.0006502,0.0006502,0.0006502
55,78.632,1.5449,2.33429,1.56986,1.63335,0.36314,0.07407,0.01096,0.00235,0.34823,0.03704,0.00556,0.00133,3.17924,7.71907,4.96383,3.71824,0.0006436,0.0006436,0.0006436
56,80.0153,1.31016,2.43764,1.71711,1.56797,0.35037,0.07407,0.01092,0.00266,0.3418,0.03704,0.0048,0.00143,3.19371,6.99789,4.55031,3.79882,0.000637,0.000637,0.000637
57,81.4175,1.19376,2.39646,1.43753,1.38933,0.35037,0.07407,0.01092,0.00266,0.3418,0.03704,0.0048,0.00143,3.19371,6.99789,4.55031,3.79882,0.0006304,0.0006304,0.0006304
58,82.8224,1.60721,2.24195,1.98071,1.60097,0.35765,0.03704,0.01192,0.00518,0.00318,0.11111,0.00418,0.00159,3.1633,6.81997,4.40833,3.74569,0.0006238,0.0006238,0.0006238
59,84.1833,1.19633,2.26853,1.53426,1.50449,0.35765,0.03704,0.01192,0.00518,0.00318,0.11111,0.00418,0.00159,3.1633,6.81997,4.40833,3.74569,0.0006172,0.0006172,0.0006172
60,85.6426,1.313,2.54738,1.67205,1.56018,0.38589,0.03704,0.01789,0.00758,0.34978,0.07407,0.00997,0.00308,3.09055,7.02556,4.9819,3.72086,0.0006106,0.0006106,0.0006106
61,86.9911,1.10263,2.43617,1.28663,1.43708,0.38589,0.03704,0.01789,0.00758,0.34978,0.07407,0.00997,0.00308,3.09055,7.02556,4.9819,3.72086,0.000604,0.000604,0.000604
62,88.3468,1.12082,2.0368,1.50069,1.38546,0.39534,0.03704,0.01854,0.01038,0.39534,0.03704,0.01563,0.00559,2.95592,6.9899,5.33814,3.72111,0.0005974,0.0005974,0.0005974
63,89.6615,0.88906,1.99795,1.09817,1.24935,0.39534,0.03704,0.01854,0.01038,0.39534,0.03704,0.01563,0.00559,2.95592,6.9899,5.33814,3.72111,0.0005908,0.0005908,0.0005908
64,91.0863,1.18564,2.95218,1.81734,1.47029,0.381,0.03704,0.01742,0.00769,0.381,0.03704,0.01167,0.00425,2.96833,6.87319,5.25271,3.62275,0.0005842,0.0005842,0.0005842
65,92.4029,1.43422,2.16615,1.65066,1.61716,0.381,0.03704,0.01742,0.00769,0.381,0.03704,0.01167,0.00425,2.96833,6.87319,5.25271,3.62275,0.0005776,0.0005776,0.0005776
66,93.8249,1.29699,2.18823,1.4182,1.56221,0.38082,0.03704,0.01289,0.0048,0.38082,0.03704,0.01081,0.00367,3.13148,7.76725,5.2375,3.58851,0.000571,0.000571,0.000571
67,95.1911,1.33179,2.17835,1.42584,1.53268,0.38082,0.03704,0.01289,0.0048,0.38082,0.03704,0.01081,0.00367,3.13148,7.76725,5.2375,3.58851,0.0005644,0.0005644,0.0005644
68,96.5993,1.06523,2.34569,1.10611,1.26086,0.348,0.07407,0.0107,0.00304,0.34923,0.07407,0.00607,0.00117,3.26666,7.38476,5.19482,3.62023,0.0005578,0.0005578,0.0005578
69,97.9816,1.30406,1.84826,1.31656,1.49183,0.348,0.07407,0.0107,0.00304,0.34923,0.07407,0.00607,0.00117,3.26666,7.38476,5.19482,3.62023,0.0005512,0.0005512,0.0005512
70,99.382,1.22676,2.21162,1.33879,1.54469,0.35114,0.03704,0.00705,0.0019,0.35114,0.03704,0.00484,0.00126,3.31311,7.15136,5.06881,3.62058,0.0005446,0.0005446,0.0005446
71,100.763,1.36553,2.22504,1.52509,1.59423,0.35114,0.03704,0.00705,0.0019,0.35114,0.03704,0.00484,0.00126,3.31311,7.15136,5.06881,3.62058,0.000538,0.000538,0.000538
72,102.134,1.07598,1.95577,1.15215,1.28932,0.34768,0.07407,0.0075,0.00331,0.34768,0.07407,0.00619,0.00255,3.3174,7.50817,4.89725,3.56324,0.0005314,0.0005314,0.0005314
73,103.396,1.14457,2.21298,1.18403,1.46927,0.34768,0.07407,0.0075,0.00331,0.34768,0.07407,0.00619,0.00255,3.3174,7.50817,4.89725,3.56324,0.0005248,0.0005248,0.0005248
74,104.798,0.96217,1.85422,1.17582,1.26177,0.01358,0.07407,0.0092,0.0043,0.01358,0.07407,0.00678,0.00185,3.28699,7.75359,4.97989,3.55784,0.0005182,0.0005182,0.0005182
75,106.118,1.12536,1.88499,1.24176,1.42226,0.01358,0.07407,0.0092,0.0043,0.01358,0.07407,0.00678,0.00185,3.28699,7.75359,4.97989,3.55784,0.0005116,0.0005116,0.0005116
76,107.477,0.99002,1.77135,1.1747,1.27649,0.00639,0.18519,0.01141,0.00546,0.00383,0.11111,0.00572,0.00188,3.22183,9.14431,4.455,3.50295,0.000505,0.000505,0.000505
77,108.816,1.16294,2.0424,1.32125,1.38849,0.00639,0.18519,0.01141,0.00546,0.00383,0.11111,0.00572,0.00188,3.22183,9.14431,4.455,3.50295,0.0004984,0.0004984,0.0004984
78,110.208,1.18768,2.06139,1.27874,1.49314,0.02615,0.11111,0.02736,0.01215,0.39,0.07407,0.02804,0.00494,3.04076,8.83199,3.91055,3.44243,0.0004918,0.0004918,0.0004918
79,111.545,0.96843,2.07445,1.09789,1.22715,0.02615,0.11111,0.02736,0.01215,0.39,0.07407,0.02804,0.00494,3.04076,8.83199,3.91055,3.44243,0.0004852,0.0004852,0.0004852
80,112.911,0.93947,1.66185,1.38826,1.28635,0.45582,0.10799,0.08282,0.02749,0.38474,0.03704,0.02915,0.00628,2.89492,8.09161,3.41424,3.51143,0.0004786,0.0004786,0.0004786
81,114.249,1.0225,1.81391,1.17732,1.3033,0.45582,0.10799,0.08282,0.02749,0.38474,0.03704,0.02915,0.00628,2.89492,8.09161,3.41424,3.51143,0.000472,0.000472,0.000472
82,115.618,1.17647,2.20545,1.45297,1.34916,0.42257,0.11111,0.07723,0.02765,0.36616,0.03704,0.01963,0.00566,2.98487,7.29118,3.56083,3.55176,0.0004654,0.0004654,0.0004654
83,116.94,0.90382,1.97115,0.97633,1.20634,0.42257,0.11111,0.07723,0.02765,0.36616,0.03704,0.01963,0.00566,2.98487,7.29118,3.56083,3.55176,0.0004588,0.0004588,0.0004588
84,118.272,1.042,1.69694,1.09311,1.31904,0.47459,0.10924,0.08157,0.02015,0.3727,0.03704,0.00753,0.00289,3.0693,7.18392,3.65446,3.55685,0.0004522,0.0004522,0.0004522
85,119.658,1.04991,1.63925,1.24276,1.31872,0.47459,0.10924,0.08157,0.02015,0.3727,0.03704,0.00753,0.00289,3.0693,7.18392,3.65446,3.55685,0.0004456,0.0004456,0.0004456
86,121.032,1.07679,1.90849,1.12206,1.28004,0.4219,0.11111,0.06852,0.02175,0.35881,0.03704,0.00519,0.00193,3.25249,6.93762,4.02369,3.60632,0.000439,0.000439,0.000439
87,122.319,1.16403,1.62142,1.21721,1.44115,0.4219,0.11111,0.06852,0.02175,0.35881,0.03704,0.00519,0.00193,3.25249,6.93762,4.02369,3.60632,0.0004324,0.0004324,0.0004324
88,123.743,1.05203,1.83163,1.18325,1.284,0.46289,0.07128,0.04591,0.01097,0.37465,0.03704,0.00882,0.00211,3.31303,6.98059,3.99888,3.42208,0.0004258,0.0004258,0.0004258
89,125.071,1.11413,1.97595,1.15217,1.38789,0.46289,0.07128,0.04591,0.01097,0.37465,0.03704,0.00882,0.00211,3.31303,6.98059,3.99888,3.42208,0.0004192,0.0004192,0.0004192
90,126.406,1.02563,2.14836,1.3344,1.42889,0.45221,0.07407,0.03625,0.00917,0.04061,0.03704,0.00833,0.00109,3.26209,7.33675,3.93062,3.36133,0.0004126,0.0004126,0.0004126
91,127.853,0.96018,1.64998,0.94782,1.24285,0.45221,0.07407,0.03625,0.00917,0.04061,0.03704,0.00833,0.00109,3.26209,7.33675,3.93062,3.36133,0.000406,0.000406,0.000406
92,129.249,0.89185,1.72247,1.01997,1.23638,0.47241,0.07407,0.05024,0.01249,0.40552,0.03704,0.01335,0.00134,3.15233,7.47249,3.86089,3.221,0.0003994,0.0003994,0.0003994
93,130.668,0.94279,1.53073,0.93431,1.19352,0.47241,0.07407,0.05024,0.01249,0.40552,0.03704,0.01335,0.00134,3.15233,7.47249,3.86089,3.221,0.0003928,0.0003928,0.0003928
94,132.09,1.0592,1.64339,0.9517,1.24145,0.44685,0.07407,0.06125,0.01702,0.77649,0.03704,0.0206,0.0042,2.99479,7.5207,3.62512,3.15444,0.0003862,0.0003862,0.0003862
95,133.42,0.76556,1.16782,0.92446,1.14495,0.44685,0.07407,0.06125,0.01702,0.77649,0.03704,0.0206,0.0042,2.99479,7.5207,3.62512,3.15444,0.0003796,0.0003796,0.0003796
96,134.781,0.96183,1.95293,0.99649,1.27202,0.42889,0.14815,0.06115,0.02066,0.75154,0.03704,0.02146,0.00551,2.94048,7.27742,3.50651,3.09726,0.000373,0.000373,0.000373
97,136.111,0.85869,1.62279,0.84437,1.18402,0.42889,0.14815,0.06115,0.02066,0.75154,0.03704,0.02146,0.00551,2.94048,7.27742,3.50651,3.09726,0.0003664,0.0003664,0.0003664
98,137.531,1.00393,1.63007,1.01864,1.26241,0.42183,0.13452,0.06346,0.01817,0.36049,0.03704,0.0139,0.00411,2.95545,7.27352,3.40152,3.10944,0.0003598,0.0003598,0.0003598
99,138.993,0.86085,1.59141,0.96267,1.20181,0.42183,0.13452,0.06346,0.01817,0.36049,0.03704,0.0139,0.00411,2.95545,7.27352,3.40152,3.10944,0.0003532,0.0003532,0.0003532
100,140.335,1.09745,1.52299,1.10397,1.3158,0.40399,0.14815,0.05311,0.01404,0.34709,0.03704,0.01365,0.00348,2.95736,7.10641,3.4677,3.11986,0.0003466,0.0003466,0.0003466
101,141.689,0.75661,1.5225,0.81535,1.13384,0.40399,0.14815,0.05311,0.01404,0.34709,0.03704,0.01365,0.00348,2.95736,7.10641,3.4677,3.11986,0.00034,0.00034,0.00034
102,143.076,0.68194,1.58948,0.93485,1.03159,0.39388,0.14815,0.0545,0.01643,0.01274,0.22222,0.01933,0.00428,2.95517,7.0576,3.47167,3.10054,0.0003334,0.0003334,0.0003334
103,144.452,0.80423,1.5875,0.80519,1.12143,0.39388,0.14815,0.0545,0.01643,0.01274,0.22222,0.01933,0.00428,2.95517,7.0576,3.47167,3.10054,0.0003268,0.0003268,0.0003268
104,145.802,0.94706,1.62987,0.93882,1.21081,0.38876,0.11111,0.04468,0.01486,0.02332,0.05614,0.01732,0.00391,3.00206,6.92552,3.54362,3.19922,0.0003202,0.0003202,0.0003202
105,147.164,0.84101,1.6357,0.88543,1.17701,0.38876,0.11111,0.04468,0.01486,0.02332,0.05614,0.01732,0.00391,3.00206,6.92552,3.54362,3.19922,0.0003136,0.0003136,0.0003136
106,148.524,0.7022,1.48564,0.82931,1.19299,0.03341,0.07426,0.04254,0.01199,0.01666,0.03704,0.01124,0.0025,2.9515,6.96597,3.7014,3.14472,0.000307,0.000307,0.000307
107,149.95,0.95882,1.96608,1.02208,1.23411,0.03341,0.07426,0.04254,0.01199,0.01666,0.03704,0.01124,0.0025,2.9515,6.96597,3.7014,3.14472,0.0003004,0.0003004,0.0003004
108,151.33,1.08135,1.57391,0.94607,1.2586,0.02341,0.30556,0.0296,0.01019,0.02716,0.07407,0.01988,0.00304,2.83363,7.13742,3.93487,2.92565,0.0002938,0.0002938,0.0002938
