epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,28.3369,1.67392,3.27998,3.30469,1.84798,0.02245,0.24444,0.04238,0.01117,0,0,0,0,3.27244,7.84754,3.89164,3.10058,0.00034428,0.00034428,0.00034428
30,29.2109,1.71235,3.26835,2.87985,1.94608,0.01576,0.20741,0.07665,0.02194,0,0,0,0,3.34782,7.33675,3.90573,3.12934,0.000348016,0.000348016,0.000348016
31,30.2319,1.61418,3.03512,2.66613,1.72429,0.01576,0.20741,0.07665,0.02194,0,0,0,0,3.34782,7.33675,3.90573,3.12934,0.000351186,0.000351186,0.000351186
32,31.0645,1.71804,3.01169,2.75977,1.96338,0.0012,0.13333,0.00953,0.00247,0,0,0,0,3.27835,7.00843,3.90885,3.09344,0.00035379,0.00035379,0.00035379
33,31.8859,1.62172,3.76942,2.9585,1.81008,0.00109,0.13333,0.00709,0.00149,0,0,0,0,3.28308,6.70164,3.89823,3.11229,0.000355829,0.000355829,0.000355829
34,32.6955,1.74005,2.89318,3.02848,1.79654,0.00109,0.13333,0.00709,0.00149,0,0,0,0,3.28308,6.70164,3.89823,3.11229,0.000357301,0.000357301,0.000357301
35,33.4843,1.52653,2.76535,2.79302,1.60719,0.00139,0.2,0.00576,0.00182,0.00139,0.2,0.00232,0.00023,3.14946,6.44034,3.88632,3.0203,0.000358209,0.000358209,0.000358209
36,34.3447,1.54704,2.68628,2.4874,1.69207,0.00132,0.2,0.00489,0.00156,0.00088,0.13333,0.00105,0.00014,2.99229,6.13561,3.86833,2.98691,0.00035855,0.00035855,0.00035855
37,35.1773,1.42817,2.80431,2.41055,1.63627,0.00132,0.2,0.00489,0.00156,0.00088,0.13333,0.00105,0.00014,2.99229,6.13561,3.86833,2.98691,0.000358326,0.000358326,0.000358326
38,36.0892,1.42231,2.7432,2.45314,1.61988,0.01137,0.31111,0.01334,0.00255,0.00085,0.13333,0.00113,0.00011,2.7742,6.10259,3.82547,2.85771,0.000357536,0.000357536,0.000357536
39,36.9367,1.61113,2.98725,2.64043,1.83702,0.01123,0.38519,0.01766,0.00479,0.00682,0.24444,0.00678,0.00132,2.6724,6.11223,3.82012,2.75585,0.00035618,0.00035618,0.00035618
40,37.7648,1.45034,2.98557,2.39539,1.7019,0.01123,0.38519,0.01766,0.00479,0.00682,0.24444,0.00678,0.00132,2.6724,6.11223,3.82012,2.75585,0.000354259,0.000354259,0.000354259
41,38.6229,1.25496,2.82986,2.12944,1.48258,0.01004,0.42222,0.0227,0.00587,0.00627,0.21481,0.00773,0.00138,2.63651,6.12967,3.79116,2.77742,0.000351771,0.000351771,0.000351771
42,39.7013,1.64715,2.65128,2.66722,1.72428,0.00821,0.42222,0.02485,0.00719,0.005,0.21481,0.00743,0.00107,2.5373,6.16112,3.70434,2.76932,0.000348719,0.000348719,0.000348719
43,40.5437,1.26589,2.64522,2.27406,1.53069,0.00821,0.42222,0.02485,0.00719,0.005,0.21481,0.00743,0.00107,2.5373,6.16112,3.70434,2.76932,0.0003451,0.0003451,0.0003451
44,41.4048,1.19958,2.53234,2.10872,1.42326,0.00877,0.39259,0.02671,0.00967,0.00383,0.17778,0.00816,0.00199,2.46303,6.16748,3.65151,2.74419,0.000340916,0.000340916,0.000340916
45,42.2801,1.77155,2.83762,2.71468,1.79966,0.00877,0.39259,0.02671,0.00967,0.00383,0.17778,0.00816,0.00199,2.46303,6.16748,3.65151,2.74419,0.000336166,0.000336166,0.000336166
46,43.1679,1.26368,2.78186,2.37605,1.59447,0.00756,0.38519,0.01651,0.00882,0.00409,0.17778,0.00791,0.00145,2.43171,6.17356,3.66244,2.76022,0.00033085,0.00033085,0.00033085
47,44.0049,1.13674,2.39552,2.01623,1.5007,0.00756,0.38519,0.01651,0.00882,0.00409,0.17778,0.00791,0.00145,2.43171,6.17356,3.66244,2.76022,0.000324969,0.000324969,0.000324969
48,44.8546,1.71948,2.87588,2.64213,1.83705,0.01038,0.52593,0.02594,0.01019,0.00403,0.17778,0.01175,0.00175,2.44488,6.07087,3.64558,2.72291,0.000318521,0.000318521,0.000318521
49,45.7253,1.47553,2.93611,2.10869,1.53556,0.01038,0.52593,0.02594,0.01019,0.00403,0.17778,0.01175,0.00175,2.44488,6.07087,3.64558,2.72291,0.000311509,0.000311509,0.000311509
50,46.5648,1.16922,2.53108,2.10273,1.43483,0.00936,0.45926,0.03289,0.01059,0.00383,0.17778,0.01269,0.00196,2.53799,6.39807,3.64413,2.77516,0.00030393,0.00030393,0.00030393
51,47.4205,1.50532,2.86822,2.15242,1.62355,0.00936,0.45926,0.03289,0.01059,0.00383,0.17778,0.01269,0.00196,2.53799,6.39807,3.64413,2.77516,0.000292857,0.000292857,0.000292857
52,48.2894,1.14747,2.39477,2.06543,1.41367,0.00811,0.42222,0.04179,0.0137,0.00372,0.17778,0.02419,0.00425,2.7837,6.38182,3.56413,2.96387,0.000278714,0.000278714,0.000278714
53,49.219,1.39982,2.43526,2.41624,1.61101,0.00811,0.42222,0.04179,0.0137,0.00372,0.17778,0.02419,0.00425,2.7837,6.38182,3.56413,2.96387,0.000264571,0.000264571,0.000264571
54,50.3251,1.56879,2.87775,2.80125,1.79867,0.70764,0.03704,0.06386,0.02336,0.70828,0.03704,0.02897,0.00744,2.78381,6.38939,3.42686,3.06375,0.000250429,0.000250429,0.000250429
55,51.193,1.32867,2.53767,2.11167,1.53231,0.70764,0.03704,0.06386,0.02336,0.70828,0.03704,0.02897,0.00744,2.78381,6.38939,3.42686,3.06375,0.000236286,0.000236286,0.000236286
56,52.0989,1.30493,2.71753,2.2449,1.56308,0.39686,0.06202,0.06191,0.02258,0.71786,0.04793,0.02093,0.00465,2.76684,6.35563,3.48635,2.99032,0.000222143,0.000222143,0.000222143
57,52.9654,1.38952,2.61894,1.94049,1.57884,0.39686,0.06202,0.06191,0.02258,0.71786,0.04793,0.02093,0.00465,2.76684,6.35563,3.48635,2.99032,0.000208,0.000208,0.000208
58,53.8696,1.56145,2.55313,2.5055,1.61652,0.44471,0.18519,0.09744,0.02383,0.38084,0.07407,0.01984,0.00279,2.69635,6.37627,3.47185,2.86236,0.000193857,0.000193857,0.000193857
59,54.6908,1.2908,2.72879,2.13829,1.54947,0.44471,0.18519,0.09744,0.02383,0.38084,0.07407,0.01984,0.00279,2.69635,6.37627,3.47185,2.86236,0.000179714,0.000179714,0.000179714
60,55.5764,1.31743,2.70066,2.12353,1.57129,0.49681,0.18519,0.11574,0.03045,0.00331,0.20741,0.00854,0.0017,2.63759,6.31652,3.42864,2.76072,0.000165571,0.000165571,0.000165571
61,60.95,1.20298,2.23719,2.24763,1.54614,0.49681,0.18519,0.11574,0.03045,0.00331,0.20741,0.00854,0.0017,2.63759,6.31652,3.42864,2.76072,0.000151429,0.000151429,0.000151429
62,61.9737,1.42116,2.61494,2.79917,1.71373,0.4138,0.04853,0.12191,0.03591,0.40646,0.03704,0.03109,0.00376,2.55544,6.23688,3.39657,2.70344,0.000137286,0.000137286,0.000137286
63,62.8232,1.24912,2.5332,2.57953,1.56493,0.4138,0.04853,0.12191,0.03591,0.40646,0.03704,0.03109,0.00376,2.55544,6.23688,3.39657,2.70344,0.000123143,0.000123143,0.000123143
64,63.7549,1.40174,2.74402,2.68413,1.8144,0.44096,0.07407,0.118,0.03567,0.77221,0.03704,0.03414,0.00554,2.5107,6.02678,3.30346,2.66231,0.000109,0.000109,0.000109
65,64.6343,1.29515,2.57768,2.54153,1.52029,0.44096,0.07407,0.118,0.03567,0.77221,0.03704,0.03414,0.00554,2.5107,6.02678,3.30346,2.66231,9.48571e-05,9.48571e-05,9.48571e-05
66,65.7186,1.07824,2.37188,2.3368,1.55417,0.4211,0.07407,0.11008,0.03427,0.77135,0.03704,0.05337,0.00912,2.47748,5.85069,3.27855,2.62268,8.07143e-05,8.07143e-05,8.07143e-05
67,66.5951,1.06303,2.26064,2.62285,1.61722,0.4211,0.07407,0.11008,0.03427,0.77135,0.03704,0.05337,0.00912,2.47748,5.85069,3.27855,2.62268,6.65714e-05,6.65714e-05,6.65714e-05
68,67.5367,1.2216,2.57388,2.56083,1.6079,0.42995,0.11111,0.0991,0.03152,0.42485,0.0706,0.04311,0.00937,2.42706,5.77157,3.28916,2.62117,5.24286e-05,5.24286e-05,5.24286e-05
69,68.3551,1.26357,2.4055,2.78558,1.75759,0.42995,0.11111,0.0991,0.03152,0.42485,0.0706,0.04311,0.00937,2.42706,5.77157,3.28916,2.62117,3.82857e-05,3.82857e-05,3.82857e-05
70,69.1859,1.04939,2.24822,2.29714,1.47753,0.42825,0.11111,0.09063,0.03037,0.39756,0.07407,0.05384,0.01139,2.39859,5.72594,3.27235,2.60956,2.41429e-05,2.41429e-05,2.41429e-05
